"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"MedicationCatalogItem","MedicationKnowledge.contraindication","MedicationKnowledge.contraindication","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DetectedIssue]]}
","Potential clinical issue with or between medication(s)","Potential clinical issue with or between medication(s) (for example, drug-drug interaction, drug-disease contraindication, drug-allergy interaction, etc.).","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.contraindication",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory","MedicationKnowledge.regulatory","","","",0,*,"","","","BackboneElement {[]} {[]}
","Regulatory information about a medication","Regulatory information about a medication.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.id","MedicationKnowledge.regulatory.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.regulatory.extension","MedicationKnowledge.regulatory.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.regulatory.modifierExtension","MedicationKnowledge.regulatory.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.regulatory.regulatoryAuthority","MedicationKnowledge.regulatory.regulatoryAuthority","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Specifies the authority of the regulation","The authority that is specifying the regulations.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.regulatoryAuthority",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.substitution","MedicationKnowledge.regulatory.substitution","","","",0,*,"","","","BackboneElement {[]} {[]}
","Specifies if changes are allowed when dispensing a medication from a regulatory perspective","Specifies if changes are allowed when dispensing a medication from a regulatory perspective.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.substitution",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.substitution.id","MedicationKnowledge.regulatory.substitution.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.regulatory.substitution.extension","MedicationKnowledge.regulatory.substitution.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.regulatory.substitution.modifierExtension","MedicationKnowledge.regulatory.substitution.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.regulatory.substitution.type","MedicationKnowledge.regulatory.substitution.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Specifies the type of substitution allowed","Specifies the type of substitution allowed.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.substitution.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.substitution.allowed","MedicationKnowledge.regulatory.substitution.allowed","","","",1,1,"","","","boolean {[]} {[]}
","Specifies if regulation allows for changes in the medication when dispensing","Specifies if regulation allows for changes in the medication when dispensing.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.substitution.allowed",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.schedule","MedicationKnowledge.regulatory.schedule","","","",0,*,"","","","BackboneElement {[]} {[]}
","Specifies the schedule of a medication in jurisdiction","Specifies the schedule of a medication in jurisdiction.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.schedule",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.schedule.id","MedicationKnowledge.regulatory.schedule.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.regulatory.schedule.extension","MedicationKnowledge.regulatory.schedule.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.regulatory.schedule.modifierExtension","MedicationKnowledge.regulatory.schedule.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.regulatory.schedule.schedule","MedicationKnowledge.regulatory.schedule.schedule","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Specifies the specific drug schedule","Specifies the specific drug schedule.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.schedule.schedule",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.maxDispense","MedicationKnowledge.regulatory.maxDispense","","","",0,1,"","","","BackboneElement {[]} {[]}
","The maximum number of units of the medication that can be dispensed in a period","The maximum number of units of the medication that can be dispensed in a period.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.maxDispense",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.maxDispense.id","MedicationKnowledge.regulatory.maxDispense.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.regulatory.maxDispense.extension","MedicationKnowledge.regulatory.maxDispense.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.regulatory.maxDispense.modifierExtension","MedicationKnowledge.regulatory.maxDispense.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.regulatory.maxDispense.quantity","MedicationKnowledge.regulatory.maxDispense.quantity","","","",1,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","The maximum number of units of the medication that can be dispensed","The maximum number of units of the medication that can be dispensed.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.maxDispense.quantity",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.regulatory.maxDispense.period","MedicationKnowledge.regulatory.maxDispense.period","","","",0,1,"","","","Duration {[]} {[]}
","The period that applies to the maximum number of units","The period that applies to the maximum number of units.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.regulatory.maxDispense.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.kinetics","MedicationKnowledge.kinetics","","","",0,*,"","","","BackboneElement {[]} {[]}
","The time course of drug absorption, distribution, metabolism and excretion of a medication from the body","The time course of drug absorption, distribution, metabolism and excretion of a medication from the body.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.kinetics",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.kinetics.id","MedicationKnowledge.kinetics.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.kinetics.extension","MedicationKnowledge.kinetics.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.kinetics.modifierExtension","MedicationKnowledge.kinetics.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.kinetics.areaUnderCurve","MedicationKnowledge.kinetics.areaUnderCurve","","","",0,*,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","The drug concentration measured at certain discrete points in time","The drug concentration measured at certain discrete points in time.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.kinetics.areaUnderCurve",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.kinetics.lethalDose50","MedicationKnowledge.kinetics.lethalDose50","","","",0,*,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","The median lethal dose of a drug","The median lethal dose of a drug.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.kinetics.lethalDose50",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.kinetics.halfLifePeriod","MedicationKnowledge.kinetics.halfLifePeriod","","","",0,1,"","","","Duration {[]} {[]}
","Time required for concentration in the body to decrease by half","The time required for any specified property (e.g., the concentration of a substance in the body) to decrease by half.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.kinetics.halfLifePeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Product","Product","Product","","","",0,*,"","","","null {[]} {[]}
","Product","A Product represents a physical item or set of items which can be held in inventory, ordered, exchanged, dispensed or other utilized within the health system, clinical and supply chain workflows.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Product","Product.identifier","Product.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier for the product (e.g. SKUs, GTINs)","Identifier for the product (e.g. SKUs, GTINs)","","","","","","","","","",,,,,"",,,,"Product.identifier",0,*,"",""
"Product","Product.name","Product.name","","","",1,*,"","","","BackboneElement {[]} {[]}
","The name of the product","The name of the product","","","","","","","","","",,,,,"",,,,"Product.name",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Product","Product.name.id","Product.name.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Product","Product.name.extension","Product.name.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Product","Product.name.modifierExtension","Product.name.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Product","Product.name.nameType","Product.name.nameType","","","",1,1,"","","","code {[]} {[]}
","The type of name e.g. 'official' or 'user-friendly'","The type of name e.g. 'official' or 'user-friendly'","","","","","","","","","",,"extensible","","http://smart.who.int/pcmt/ValueSet/NameType","",,,,"Product.name.nameType",1,1,"",""
"Product","Product.name.value","Product.name.value","","","",1,1,"","","","string {[]} {[]}
","The name of the product","The name of the product","","","","","","","","","",,,,,"",,,,"Product.name.value",1,1,"",""
"Product","Product.description","Product.description","","","",0,1,"","","","string {[]} {[]}
","The description of the product","The description of the product","","","","","","","","","",,,,,"",,,,"Product.description",0,1,"",""
"Product","Product.classification","Product.classification","","","",0,*,"","","","CodeableConcept {[]} {[]}
","A categorization or classification of the product e.g. ICDS-11, ATC, WHODrug or others","A categorization or classification of the product e.g. ICDS-11, ATC, WHODrug or others","","","","","","","","","",,,,,"",,,,"Product.classification",0,*,"",""
"Product","Product.status","Product.status","","","",1,1,"","","","code {[]} {[]}
","Product status","The status of the product in the catalog e.g. 'active' 'inactive'","","","","","","","","","",,"extensible","","http://smart.who.int/pcmt/ValueSet/Status","",,,,"Product.status",1,1,"",""
"Product","Product.manufacturer","Product.manufacturer","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://profiles.ihe.net/ITI/mCSD/StructureDefinition/IHE.mCSD.Organization]]}
","Manufacturer","Manufacturer","","","","","","","","","",,,,,"",,,,"Product.manufacturer",0,1,"",""
"Product","Product.countryOfOrigin","Product.countryOfOrigin","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The country of origin","The country of origin","","","","","","","","","",,,,,"",,,,"Product.countryOfOrigin",0,1,"",""
"Product","Product.shelfLife","Product.shelfLife","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","The shelf life of the product in days","The shelf life of the product in days","","","","","","","","","",,,,,"",,,,"Product.shelfLife",0,1,"",""
"Product","Product.unitOfUse","Product.unitOfUse","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The unit in which the generic product is used / counted","The unit in which the generic product is used / counted","","","","","","","","","",,,,,"",,,,"Product.unitOfUse",1,1,"",""
"Product","Product.dosageForm","Product.dosageForm","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The physical form of the medication","The physical form of the medication","","","","","","","","","",,,,,"",,,,"Product.dosageForm",0,1,"",""
"Product","Product.routeOfAdministration","Product.routeOfAdministration","","","",0,*,"","","","CodeableConcept {[]} {[]}
","The route of administration of the medication","The route of administration of the medication","","","","","","","","","",,,,,"",,,,"Product.routeOfAdministration",0,*,"",""
"Product","Product.doseQuantity","Product.doseQuantity","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","The number of doses in this package","The number of doses in this package","","","","","","","","","",,,,,"",,,,"Product.doseQuantity",0,1,"",""
"Product","Product.strength","Product.strength","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","The strength of the product e.g. 500 mg","The strength of the product e.g. 500 mg","","","","","","","","","",,,,,"",,,,"Product.strength",0,1,"",""
"Product","Product.attribute","Product.attribute","","","",0,*,"","","","BackboneElement {[]} {[]}
","Attributes or characterisitics of the product","Attributes or characterisitics of the product","","","","","","","","","",,,,,"",,,,"Product.attribute",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Product","Product.attribute.id","Product.attribute.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Product","Product.attribute.extension","Product.attribute.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Product","Product.attribute.modifierExtension","Product.attribute.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
